pitch_type,sv_id,type,count,pitcher_name
FF,130610_194127,S,0-1,Clayton Kershaw
CU,130610_194158,X,0-2,Clayton Kershaw
FF,130610_195135,X,0-0,Clayton Kershaw
FF,130610_195214,B,0-0,Clayton Kershaw
FF,130610_195227,S,1-0,Clayton Kershaw
SL,130610_195246,B,1-1,Clayton Kershaw
SL,130610_195303,S,2-1,Clayton Kershaw
FF,130610_195321,S,2-2,Clayton Kershaw
CU,130610_195345,B,2-2,Clayton Kershaw
FF,130610_195401,X,3-2,Clayton Kershaw
FF,130610_195444,X,0-0,Clayton Kershaw
FF,130610_195529,S,0-0,Clayton Kershaw
CU,130610_195601,B,0-1,Clayton Kershaw
SL,130610_195631,B,1-1,Clayton Kershaw
SL,130610_195706,B,2-1,Clayton Kershaw
FF,130610_195732,X,3-1,Clayton Kershaw
FF,130610_195824,S,0-0,Clayton Kershaw
FF,130610_195849,S,0-1,Clayton Kershaw
CU,130610_195922,S,0-2,Clayton Kershaw
FF,130610_200833,B,0-0,Clayton Kershaw
SL,130610_200847,S,1-0,Clayton Kershaw
SL,130610_200903,X,1-1,Clayton Kershaw
FF,130610_200946,B,0-0,Clayton Kershaw
SL,130610_201001,S,1-0,Clayton Kershaw
SL,130610_201027,S,1-1,Clayton Kershaw
CU,130610_201056,X,1-2,Clayton Kershaw
FF,130610_201135,B,0-0,Clayton Kershaw
FF,130610_201152,S,1-0,Clayton Kershaw
FF,130610_201208,X,1-1,Clayton Kershaw
FF,130610_202905,S,0-0,Clayton Kershaw
FF,130610_202917,S,0-1,Clayton Kershaw
SL,130610_202936,S,0-2,Clayton Kershaw
SL,130610_203008,B,0-0,Clayton Kershaw
FF,130610_203021,S,1-0,Clayton Kershaw
SL,130610_203035,S,1-1,Clayton Kershaw
SL,130610_203054,B,1-2,Clayton Kershaw
SL,130610_203114,B,2-2,Clayton Kershaw
SL,130610_203140,X,3-2,Clayton Kershaw
FF,130610_203225,X,0-0,Clayton Kershaw
FF,130610_204300,B,0-0,Clayton Kershaw
SL,130610_204312,B,1-0,Clayton Kershaw
FF,130610_204326,S,2-0,Clayton Kershaw
SL,130610_204348,S,2-1,Clayton Kershaw
CU,130610_204406,S,2-2,Clayton Kershaw
FF,130610_204447,B,0-0,Clayton Kershaw
FF,130610_204502,S,1-0,Clayton Kershaw
SL,130610_204551,B,1-1,Clayton Kershaw
FF,130610_204609,X,2-1,Clayton Kershaw
SL,130610_204650,B,0-0,Clayton Kershaw
FF,130610_204716,B,1-0,Clayton Kershaw
FF,130610_204743,S,2-0,Clayton Kershaw
FF,130610_204818,X,2-1,Clayton Kershaw
FF,130610_205714,B,0-0,Clayton Kershaw
FF,130610_205726,B,1-0,Clayton Kershaw
FF,130610_205744,X,2-0,Clayton Kershaw
FF,130610_205829,S,0-0,Clayton Kershaw
SL,130610_205849,X,0-1,Clayton Kershaw
SL,130610_205937,B,0-0,Clayton Kershaw
FF,130610_205958,B,1-0,Clayton Kershaw
FF,130610_210025,X,2-0,Clayton Kershaw
FF,130610_210147,B,0-0,Clayton Kershaw
SL,130610_210210,B,1-0,Clayton Kershaw
FF,130610_210254,B,2-0,Clayton Kershaw
FF,130610_210320,B,3-0,Clayton Kershaw
FF,130610_210430,B,0-0,Clayton Kershaw
FF,130610_210456,S,1-0,Clayton Kershaw
SL,130610_210533,S,1-1,Clayton Kershaw
CU,130610_210615,S,1-2,Clayton Kershaw
SI,130613_124841,S,0-0,Hiroki Kuroda
SL,130613_124854,B,0-1,Hiroki Kuroda
FF,130613_124907,B,1-1,Hiroki Kuroda
SI,130613_124924,B,2-1,Hiroki Kuroda
SI,130613_124938,S,3-1,Hiroki Kuroda
SI,130613_125003,X,3-2,Hiroki Kuroda
SI,130613_125048,X,0-0,Hiroki Kuroda
SI,130613_125129,B,0-0,Hiroki Kuroda
SI,130613_125145,S,1-0,Hiroki Kuroda
FS,130613_125207,B,1-1,Hiroki Kuroda
SI,130613_125226,X,2-1,Hiroki Kuroda
FF,130613_130204,S,0-0,Hiroki Kuroda
SI,130613_130220,B,0-1,Hiroki Kuroda
FS,130613_130238,S,1-1,Hiroki Kuroda
FS,130613_130303,S,1-2,Hiroki Kuroda
SI,130613_130340,S,0-0,Hiroki Kuroda
SI,130613_130353,S,0-1,Hiroki Kuroda
FS,130613_130408,B,0-2,Hiroki Kuroda
SI,130613_130427,B,1-2,Hiroki Kuroda
SI,130613_130449,X,2-2,Hiroki Kuroda
SI,130613_130525,S,0-0,Hiroki Kuroda
FF,130613_130536,B,0-1,Hiroki Kuroda
FS,130613_130556,S,1-1,Hiroki Kuroda
SI,130613_130615,X,1-2,Hiroki Kuroda
FF,130613_132042,B,0-0,Hiroki Kuroda
SI,130613_132104,B,1-0,Hiroki Kuroda
SI,130613_132130,B,2-0,Hiroki Kuroda
SI,130613_132146,S,3-0,Hiroki Kuroda
SI,130613_132159,B,3-1,Hiroki Kuroda
SI,130613_132238,S,0-0,Hiroki Kuroda
SI,130613_132301,S,0-1,Hiroki Kuroda
FS,130613_132334,B,0-2,Hiroki Kuroda
FS,130613_132424,S,1-2,Hiroki Kuroda
FS,130613_132501,B,1-2,Hiroki Kuroda
SI,130613_132554,X,2-2,Hiroki Kuroda
SI,130613_132649,S,0-0,Hiroki Kuroda
SL,130613_132724,B,0-1,Hiroki Kuroda
SI,130613_132748,X,1-1,Hiroki Kuroda
CU,130613_132831,B,0-0,Hiroki Kuroda
SL,130613_132854,S,1-0,Hiroki Kuroda
FF,130613_132921,B,1-1,Hiroki Kuroda
FS,130613_132946,B,2-1,Hiroki Kuroda
SI,130613_133026,B,3-1,Hiroki Kuroda
SL,130613_133106,S,0-0,Hiroki Kuroda
SI,130613_133127,B,0-1,Hiroki Kuroda
SI,130613_133212,S,1-1,Hiroki Kuroda
FS,130613_133245,B,1-2,Hiroki Kuroda
SI,130613_133311,X,2-2,Hiroki Kuroda
FS,130613_133443,B,0-0,Hiroki Kuroda
SI,130613_133512,X,1-0,Hiroki Kuroda
SL,130613_134646,B,0-0,Hiroki Kuroda
SI,130613_134701,X,1-0,Hiroki Kuroda
CU,130613_134739,S,0-0,Hiroki Kuroda
SI,130613_134753,B,0-1,Hiroki Kuroda
FS,130613_134807,X,1-1,Hiroki Kuroda
SI,130613_134845,B,0-0,Hiroki Kuroda
SL,130613_134857,S,1-0,Hiroki Kuroda
FS,130613_134909,X,1-1,Hiroki Kuroda
FS,130613_135953,B,0-0,Hiroki Kuroda
SL,130613_140012,S,1-0,Hiroki Kuroda
SI,130613_140034,X,1-1,Hiroki Kuroda
CU,130613_140117,S,0-0,Hiroki Kuroda
FF,130613_140129,X,0-1,Hiroki Kuroda
SI,130613_140218,S,0-0,Hiroki Kuroda
SI,130613_140232,S,0-1,Hiroki Kuroda
SL,130613_140250,X,0-2,Hiroki Kuroda
CU,130613_141544,B,0-0,Hiroki Kuroda
SI,130613_141605,S,1-0,Hiroki Kuroda
SI,130613_141619,X,1-1,Hiroki Kuroda
SI,130613_141706,S,0-0,Hiroki Kuroda
FS,130613_141720,S,0-1,Hiroki Kuroda
SI,130613_141738,S,0-2,Hiroki Kuroda
FS,130613_141800,B,0-2,Hiroki Kuroda
FS,130613_141826,S,1-2,Hiroki Kuroda
FS,130613_141853,S,1-2,Hiroki Kuroda
SI,130613_141937,S,0-0,Hiroki Kuroda
FF,130613_141953,B,0-1,Hiroki Kuroda
FS,130613_142009,B,1-1,Hiroki Kuroda
SI,130613_142027,S,2-1,Hiroki Kuroda
FS,130613_142055,S,2-2,Hiroki Kuroda
SI,130613_142117,B,2-2,Hiroki Kuroda
SI,130613_142135,X,3-2,Hiroki Kuroda
SL,130613_143050,B,0-0,Hiroki Kuroda
SL,130613_143109,S,1-0,Hiroki Kuroda
SI,130613_143128,B,1-1,Hiroki Kuroda
SI,130613_143149,X,2-1,Hiroki Kuroda
SI,130613_143230,S,0-0,Hiroki Kuroda
FS,130613_143255,S,0-1,Hiroki Kuroda
SI,130613_143314,S,0-2,Hiroki Kuroda
SL,130613_143349,B,0-0,Hiroki Kuroda
SI,130613_143401,S,1-0,Hiroki Kuroda
FS,130613_143426,B,1-1,Hiroki Kuroda
FS,130613_143444,S,2-1,Hiroki Kuroda
FS,130613_143513,B,2-2,Hiroki Kuroda
SI,130613_143529,X,3-2,Hiroki Kuroda
SI,130613_144609,B,0-0,Hiroki Kuroda
SL,130613_144621,X,1-0,Hiroki Kuroda
SI,130613_144708,B,0-0,Hiroki Kuroda
SI,130613_144724,B,1-0,Hiroki Kuroda
SI,130613_144739,S,2-0,Hiroki Kuroda
SI,130613_144807,X,2-1,Hiroki Kuroda
SL,130613_144849,S,0-0,Hiroki Kuroda
SI,130613_144921,X,0-1,Hiroki Kuroda
FC,130613_190847,B,0-0,Yu Darvish
FC,130613_190902,X,1-0,Yu Darvish
FT,130613_190940,B,0-0,Yu Darvish
SL,130613_190957,B,1-0,Yu Darvish
SL,130613_191014,S,2-0,Yu Darvish
SL,130613_191031,B,2-1,Yu Darvish
FF,130613_191053,X,3-1,Yu Darvish
FT,130613_191131,B,0-0,Yu Darvish
FF,130613_191156,B,1-0,Yu Darvish
FT,130613_191211,B,2-0,Yu Darvish
FT,130613_191228,B,3-0,Yu Darvish
FT,130613_191307,B,0-0,Yu Darvish
FC,130613_191327,S,1-0,Yu Darvish
FC,130613_191351,X,1-1,Yu Darvish
FC,130613_192826,B,0-0,Yu Darvish
FC,130613_192842,S,1-0,Yu Darvish
FF,130613_192904,B,1-1,Yu Darvish
SL,130613_192924,S,2-1,Yu Darvish
SL,130613_192950,B,2-2,Yu Darvish
SL,130613_193012,S,3-2,Yu Darvish
FF,130613_193048,S,0-0,Yu Darvish
FF,130613_193101,S,0-1,Yu Darvish
SL,130613_193119,B,0-2,Yu Darvish
SL,130613_193143,B,1-2,Yu Darvish
SL,130613_193203,B,2-2,Yu Darvish
SL,130613_193226,S,3-2,Yu Darvish
SL,130613_193249,X,3-2,Yu Darvish
FF,130613_193324,B,0-0,Yu Darvish
FT,130613_193342,S,1-0,Yu Darvish
FF,130613_193402,B,1-1,Yu Darvish
FT,130613_193419,S,2-1,Yu Darvish
FF,130613_193435,X,2-2,Yu Darvish
FC,130613_194742,B,0-0,Yu Darvish
FC,130613_194756,S,1-0,Yu Darvish
FT,130613_194812,B,1-1,Yu Darvish
SL,130613_194842,S,2-1,Yu Darvish
SL,130613_194909,X,2-2,Yu Darvish
FT,130613_194953,B,0-0,Yu Darvish
FC,130613_195011,S,1-0,Yu Darvish
FC,130613_195046,B,1-1,Yu Darvish
SL,130613_195148,B,2-1,Yu Darvish
FT,130613_195216,B,3-1,Yu Darvish
FC,130613_195316,S,0-0,Yu Darvish
FF,130613_195356,B,0-1,Yu Darvish
SL,130613_195439,X,1-1,Yu Darvish
FT,130613_195556,X,0-0,Yu Darvish
SL,130613_195651,S,0-0,Yu Darvish
SL,130613_195714,S,0-1,Yu Darvish
SL,130613_195743,B,0-2,Yu Darvish
FF,130613_195818,B,1-2,Yu Darvish
SL,130613_195839,S,2-2,Yu Darvish
FT,130613_200707,B,0-0,Yu Darvish
FT,130613_200721,X,1-0,Yu Darvish
SL,130613_200758,S,0-0,Yu Darvish
CU,130613_200821,B,0-1,Yu Darvish
FC,130613_200838,S,1-1,Yu Darvish
SL,130613_200857,B,1-2,Yu Darvish
SL,130613_200915,S,2-2,Yu Darvish
SL,130613_200951,S,0-0,Yu Darvish
FF,130613_201005,B,0-1,Yu Darvish
FT,130613_201027,S,1-1,Yu Darvish
FF,130613_201102,B,1-2,Yu Darvish
FF,130613_201129,X,2-2,Yu Darvish
SL,130613_201218,B,0-0,Yu Darvish
FC,130613_201236,B,1-0,Yu Darvish
FF,130613_201257,S,2-0,Yu Darvish
FT,130613_201316,S,2-1,Yu Darvish
SL,130613_201335,S,2-2,Yu Darvish
FC,130613_202431,B,0-0,Yu Darvish
FC,130613_202444,B,1-0,Yu Darvish
FF,130613_202505,S,2-0,Yu Darvish
FC,130613_202521,B,2-1,Yu Darvish
FC,130613_202541,S,3-1,Yu Darvish
SL,130613_202606,S,3-2,Yu Darvish
FT,130613_202645,B,0-0,Yu Darvish
FF,130613_202659,S,1-0,Yu Darvish
FC,130613_202718,X,1-1,Yu Darvish
SL,130613_202802,S,0-0,Yu Darvish
CU,130613_202827,B,0-1,Yu Darvish
SL,130613_202849,B,1-1,Yu Darvish
SL,130613_202914,S,2-1,Yu Darvish
SL,130613_202935,S,2-2,Yu Darvish
FF,130613_203005,S,2-2,Yu Darvish
FF,130613_203036,S,2-2,Yu Darvish
SL,130613_203103,B,2-2,Yu Darvish
SL,130613_203126,S,3-2,Yu Darvish
SL,130613_203928,B,0-0,Yu Darvish
SL,130613_203940,S,1-0,Yu Darvish
SL,130613_203955,B,1-1,Yu Darvish
SL,130613_204011,S,2-1,Yu Darvish
SL,130613_204037,B,2-2,Yu Darvish
SL,130613_204056,S,3-2,Yu Darvish
FT,130613_204132,B,0-0,Yu Darvish
FT,130613_204148,S,1-0,Yu Darvish
FT,130613_204205,X,1-1,Yu Darvish
FT,130613_204247,S,0-0,Yu Darvish
SL,130613_204311,S,0-1,Yu Darvish
FS,130613_204341,B,0-2,Yu Darvish
SL,130613_204409,S,1-2,Yu Darvish
FC,130613_205257,B,0-0,Yu Darvish
FC,130613_205313,B,1-0,Yu Darvish
SL,130613_205334,B,2-0,Yu Darvish
FC,130613_205351,X,3-0,Yu Darvish
FF,130613_205438,B,0-0,Yu Darvish
SL,130613_205452,B,1-0,Yu Darvish
FC,130613_205515,B,2-0,Yu Darvish
FF,130613_205528,S,3-0,Yu Darvish
FC,130613_205544,S,3-1,Yu Darvish
SL,130613_205602,S,3-2,Yu Darvish
FF,130613_205647,X,0-0,Yu Darvish
FF,130615_161528,S,0-0,Clayton Kershaw
FF,130615_161543,S,0-1,Clayton Kershaw
FF,130615_161604,X,0-2,Clayton Kershaw
FF,130615_161700,B,0-0,Clayton Kershaw
FF,130615_161725,S,1-0,Clayton Kershaw
FF,130615_161756,X,1-1,Clayton Kershaw
FF,130615_161846,B,0-0,Clayton Kershaw
SL,130615_161908,B,1-0,Clayton Kershaw
FF,130615_161934,B,2-0,Clayton Kershaw
FF,130615_162001,B,3-0,Clayton Kershaw
FF,130615_162047,S,0-0,Clayton Kershaw
SL,130615_162117,S,0-1,Clayton Kershaw
CU,130615_162214,B,0-2,Clayton Kershaw
CU,130615_162239,B,1-2,Clayton Kershaw
SL,130615_162334,S,2-2,Clayton Kershaw
FF,130615_162406,B,2-2,Clayton Kershaw
SL,130615_162435,B,3-2,Clayton Kershaw
FF,130615_162534,S,0-0,Clayton Kershaw
FF,130615_162557,X,0-1,Clayton Kershaw
FF,130615_162710,S,0-0,Clayton Kershaw
FF,130615_162732,S,0-1,Clayton Kershaw
FF,130615_162823,B,0-2,Clayton Kershaw
CU,130615_162902,B,1-2,Clayton Kershaw
SL,130615_162931,S,2-2,Clayton Kershaw
CH,130615_163923,B,0-0,Clayton Kershaw
FF,130615_163936,S,1-0,Clayton Kershaw
SL,130615_163957,S,1-1,Clayton Kershaw
SL,130615_164015,X,1-2,Clayton Kershaw
FF,130615_164049,B,0-0,Clayton Kershaw
FF,130615_164102,B,1-0,Clayton Kershaw
FF,130615_164115,X,2-0,Clayton Kershaw
FF,130615_165230,S,0-0,Clayton Kershaw
CU,130615_165251,B,0-1,Clayton Kershaw
SL,130615_165309,S,1-1,Clayton Kershaw
SL,130615_165337,B,1-2,Clayton Kershaw
SL,130615_165402,X,2-2,Clayton Kershaw
FF,130615_165438,S,0-0,Clayton Kershaw
CH,130615_165452,B,0-1,Clayton Kershaw
FF,130615_165509,S,1-1,Clayton Kershaw
SL,130615_165537,B,1-2,Clayton Kershaw
CU,130615_165556,B,2-2,Clayton Kershaw
FF,130615_165620,B,3-2,Clayton Kershaw
FF,130615_165701,X,0-0,Clayton Kershaw
SL,130615_165752,B,0-0,Clayton Kershaw
FF,130615_165823,B,1-0,Clayton Kershaw
FF,130615_165916,X,2-0,Clayton Kershaw
FF,130615_170002,S,0-0,Clayton Kershaw
FF,130615_170029,S,0-1,Clayton Kershaw
SL,130615_170101,X,0-2,Clayton Kershaw
FF,130615_171349,X,0-0,Clayton Kershaw
FF,130615_171429,B,0-0,Clayton Kershaw
FF,130615_171442,S,1-0,Clayton Kershaw
SL,130615_171503,S,1-1,Clayton Kershaw
CU,130615_171521,B,1-2,Clayton Kershaw
FF,130615_171538,S,2-2,Clayton Kershaw
SL,130615_171601,S,2-2,Clayton Kershaw
FF,130615_171633,S,0-0,Clayton Kershaw
CH,130615_171645,B,0-1,Clayton Kershaw
FF,130615_171701,S,1-1,Clayton Kershaw
CU,130615_171723,S,1-2,Clayton Kershaw
FF,130615_173031,B,0-0,Clayton Kershaw
FF,130615_173047,S,1-0,Clayton Kershaw
FF,130615_173115,S,1-1,Clayton Kershaw
SL,130615_173142,B,1-2,Clayton Kershaw
FF,130615_173204,B,2-2,Clayton Kershaw
FF,130615_173227,S,3-2,Clayton Kershaw
FF,130615_173252,S,3-2,Clayton Kershaw
FF,130615_173321,X,3-2,Clayton Kershaw
FF,130615_173400,S,0-0,Clayton Kershaw
SL,130615_173417,S,0-1,Clayton Kershaw
FF,130615_173436,B,0-2,Clayton Kershaw
CU,130615_173453,S,1-2,Clayton Kershaw
FF,130615_175601,X,0-0,Clayton Kershaw
FF,130615_175645,S,0-0,Clayton Kershaw
CH,130615_175724,B,0-1,Clayton Kershaw
FF,130615_175749,B,1-1,Clayton Kershaw
SL,130615_175817,S,2-1,Clayton Kershaw
SL,130615_175857,B,2-2,Clayton Kershaw
SL,130615_175929,S,3-2,Clayton Kershaw
FF,130615_180017,S,0-0,Clayton Kershaw
FF,130615_180044,B,0-1,Clayton Kershaw
FF,130615_180109,B,1-1,Clayton Kershaw
FF,130615_180134,B,2-1,Clayton Kershaw
FF,130615_180158,S,3-1,Clayton Kershaw
FF,130615_180232,X,3-2,Clayton Kershaw
FF,130615_180342,B,0-0,Clayton Kershaw
SL,130615_180407,S,1-0,Clayton Kershaw
SL,130615_180448,S,1-1,Clayton Kershaw
CU,130615_180516,S,1-2,Clayton Kershaw
FF,130615_180602,S,0-0,Clayton Kershaw
FF,130615_180628,S,0-1,Clayton Kershaw
CU,130615_180657,B,0-2,Clayton Kershaw
CU,130615_180725,S,1-2,Clayton Kershaw
SL,130615_180801,X,1-2,Clayton Kershaw
FF,130615_181802,S,0-0,Clayton Kershaw
CH,130615_181815,S,0-1,Clayton Kershaw
FF,130615_181838,S,0-2,Clayton Kershaw
CU,130615_181900,S,0-2,Clayton Kershaw
FF,130615_182014,S,0-0,Clayton Kershaw
FF,130615_182027,S,0-1,Clayton Kershaw
FF,130615_182045,B,0-2,Clayton Kershaw
CU,130615_182059,S,1-2,Clayton Kershaw
FF,130615_182138,S,0-0,Clayton Kershaw
FF,130615_182209,B,0-1,Clayton Kershaw
SL,130615_182223,B,1-1,Clayton Kershaw
FF,130615_182246,S,2-1,Clayton Kershaw
FF,130615_182311,S,2-2,Clayton Kershaw
FT,130618_190903,S,0-0,Yu Darvish
FT,130618_190929,B,0-1,Yu Darvish
SL,130618_190950,S,1-1,Yu Darvish
FT,130618_191023,S,1-2,Yu Darvish
SL,130618_191107,S,1-2,Yu Darvish
SL,130618_191141,X,1-2,Yu Darvish
FF,130618_191222,S,0-0,Yu Darvish
FT,130618_191240,S,0-1,Yu Darvish
FT,130618_191259,B,0-2,Yu Darvish
SL,130618_191322,B,1-2,Yu Darvish
SL,130618_191350,S,2-2,Yu Darvish
FF,130618_191435,B,0-0,Yu Darvish
FT,130618_191507,B,1-0,Yu Darvish
FF,130618_191525,B,2-0,Yu Darvish
FF,130618_191544,S,3-0,Yu Darvish
FF,130618_191605,B,3-1,Yu Darvish
FF,130618_191655,S,0-0,Yu Darvish
FT,130618_191715,S,0-1,Yu Darvish
SL,130618_191812,S,0-2,Yu Darvish
FC,130618_193008,S,0-0,Yu Darvish
FT,130618_193030,X,0-1,Yu Darvish
SL,130618_193125,S,0-0,Yu Darvish
SL,130618_193143,S,0-1,Yu Darvish
SL,130618_193204,S,0-2,Yu Darvish
FT,130618_193243,B,0-0,Yu Darvish
FC,130618_193301,B,1-0,Yu Darvish
FC,130618_193319,S,2-0,Yu Darvish
SL,130618_193347,B,2-1,Yu Darvish
FC,130618_193407,S,3-1,Yu Darvish
SL,130618_193434,X,3-2,Yu Darvish
FT,130618_193514,B,0-0,Yu Darvish
SL,130618_193530,X,1-0,Yu Darvish
FT,130618_193621,B,0-0,Yu Darvish
FC,130618_193640,B,1-0,Yu Darvish
FF,130618_193702,S,2-0,Yu Darvish
FT,130618_193728,S,2-1,Yu Darvish
SL,130618_193801,X,2-2,Yu Darvish
FC,130618_193915,S,0-0,Yu Darvish
FT,130618_193939,S,0-1,Yu Darvish
FT,130618_194027,B,0-2,Yu Darvish
SL,130618_194110,S,1-2,Yu Darvish
SL,130618_195346,S,0-0,Yu Darvish
FT,130618_195416,X,0-1,Yu Darvish
FC,130618_195506,S,0-0,Yu Darvish
CU,130618_195525,B,0-1,Yu Darvish
FC,130618_195549,B,1-1,Yu Darvish
FC,130618_195610,X,2-1,Yu Darvish
SL,130618_195659,S,0-0,Yu Darvish
SL,130618_195724,S,0-1,Yu Darvish
FF,130618_195751,S,0-2,Yu Darvish
SL,130618_195828,S,0-0,Yu Darvish
SL,130618_195842,B,0-1,Yu Darvish
FC,130618_195904,B,1-1,Yu Darvish
SL,130618_195925,S,2-1,Yu Darvish
SL,130618_195949,S,2-2,Yu Darvish
SL,130618_201950,B,0-0,Yu Darvish
SL,130618_202009,X,1-0,Yu Darvish
FF,130618_202056,B,0-0,Yu Darvish
FC,130618_202117,S,1-0,Yu Darvish
FT,130618_202147,X,1-1,Yu Darvish
SL,130618_202257,S,0-0,Yu Darvish
FC,130618_202316,S,0-1,Yu Darvish
SL,130618_202336,B,0-2,Yu Darvish
SL,130618_202418,S,1-2,Yu Darvish
FT,130618_202443,B,1-2,Yu Darvish
SL,130618_202506,S,2-2,Yu Darvish
FF,130618_202537,B,2-2,Yu Darvish
SL,130618_202555,X,3-2,Yu Darvish
SL,130618_202632,B,0-0,Yu Darvish
FC,130618_202651,X,1-0,Yu Darvish
FC,130618_202808,S,0-0,Yu Darvish
FC,130618_202857,B,0-1,Yu Darvish
SL,130618_202923,S,1-1,Yu Darvish
SL,130618_203031,S,1-2,Yu Darvish
SL,130618_203124,B,0-0,Yu Darvish
SL,130618_203143,B,1-0,Yu Darvish
FC,130618_203203,B,2-0,Yu Darvish
FC,130618_203255,S,3-0,Yu Darvish
FC,130618_203311,S,3-1,Yu Darvish
SL,130618_203339,S,3-2,Yu Darvish
SL,130618_204228,S,0-0,Yu Darvish
FT,130618_204243,B,0-1,Yu Darvish
FC,130618_204300,S,1-1,Yu Darvish
SL,130618_204326,X,1-2,Yu Darvish
FT,130618_204418,B,0-0,Yu Darvish
FT,130618_204436,B,1-0,Yu Darvish
SL,130618_204457,B,2-0,Yu Darvish
FT,130618_204519,B,3-0,Yu Darvish
FC,130618_204602,B,0-0,Yu Darvish
SL,130618_204623,S,1-0,Yu Darvish
SL,130618_204652,S,1-1,Yu Darvish
SL,130618_204719,S,1-2,Yu Darvish
SL,130618_204757,S,0-0,Yu Darvish
FF,130618_204819,S,0-1,Yu Darvish
FF,130618_204911,S,0-2,Yu Darvish
CU,130618_205829,S,0-0,Yu Darvish
FS,130618_205901,B,0-1,Yu Darvish
SL,130618_205924,S,1-1,Yu Darvish
SL,130618_205954,X,1-2,Yu Darvish
SL,130618_210043,B,0-0,Yu Darvish
FC,130618_210058,X,1-0,Yu Darvish
FC,130618_210142,B,0-0,Yu Darvish
FC,130618_210159,S,1-0,Yu Darvish
FT,130618_210218,B,1-1,Yu Darvish
SL,130618_210240,S,2-1,Yu Darvish
FF,130618_210305,B,2-2,Yu Darvish
SL,130618_210328,S,3-2,Yu Darvish
SL,130618_210357,S,3-2,Yu Darvish
SL,130618_210426,X,3-2,Yu Darvish
SI,130619_131101,S,0-0,Hiroki Kuroda
FS,130619_131116,S,0-1,Hiroki Kuroda
SI,130619_131134,X,0-2,Hiroki Kuroda
SI,130619_131409,B,0-0,Hiroki Kuroda
SI,130619_131424,X,1-0,Hiroki Kuroda
SI,130619_132616,B,0-0,Hiroki Kuroda
SL,130619_132632,S,1-0,Hiroki Kuroda
SI,130619_132654,X,1-1,Hiroki Kuroda
SL,130619_132748,X,0-0,Hiroki Kuroda
SI,130619_132846,S,0-0,Hiroki Kuroda
SI,130619_132910,B,0-1,Hiroki Kuroda
SL,130619_132955,B,1-1,Hiroki Kuroda
SL,130619_133020,S,2-1,Hiroki Kuroda
SI,130619_133051,X,2-2,Hiroki Kuroda
SL,130619_133140,S,0-0,Hiroki Kuroda
SI,130619_133200,B,0-1,Hiroki Kuroda
SI,130619_133220,B,1-1,Hiroki Kuroda
SI,130619_133243,S,2-1,Hiroki Kuroda
SI,130619_133331,X,2-2,Hiroki Kuroda
SI,130619_134950,S,0-0,Hiroki Kuroda
SI,130619_135004,B,0-1,Hiroki Kuroda
SL,130619_135017,S,1-1,Hiroki Kuroda
FS,130619_135034,X,1-2,Hiroki Kuroda
FS,130619_135124,B,0-0,Hiroki Kuroda
SL,130619_135146,S,1-0,Hiroki Kuroda
SI,130619_135216,S,1-1,Hiroki Kuroda
SL,130619_135250,B,1-2,Hiroki Kuroda
FS,130619_135317,S,2-2,Hiroki Kuroda
FS,130619_135350,X,2-2,Hiroki Kuroda
SL,130619_135502,S,0-0,Hiroki Kuroda
SI,130619_135528,X,0-1,Hiroki Kuroda
SI,130619_141017,B,0-0,Hiroki Kuroda
SI,130619_141030,B,1-0,Hiroki Kuroda
SI,130619_141049,X,2-0,Hiroki Kuroda
FS,130619_141137,S,0-0,Hiroki Kuroda
FS,130619_141214,B,0-1,Hiroki Kuroda
SI,130619_141240,B,1-1,Hiroki Kuroda
SI,130619_141313,X,2-1,Hiroki Kuroda
SL,130619_141415,S,0-0,Hiroki Kuroda
FF,130619_141440,B,0-1,Hiroki Kuroda
FS,130619_141524,X,1-1,Hiroki Kuroda
FS,130619_141627,X,0-0,Hiroki Kuroda
FS,130619_142533,S,0-0,Hiroki Kuroda
SI,130619_142553,B,0-1,Hiroki Kuroda
FS,130619_142605,S,1-1,Hiroki Kuroda
FS,130619_142631,B,1-2,Hiroki Kuroda
SI,130619_142654,B,2-2,Hiroki Kuroda
SI,130619_142710,S,3-2,Hiroki Kuroda
SI,130619_142730,X,3-2,Hiroki Kuroda
SL,130619_142814,S,0-0,Hiroki Kuroda
SI,130619_142826,S,0-1,Hiroki Kuroda
SL,130619_142851,S,0-2,Hiroki Kuroda
SL,130619_142924,S,0-0,Hiroki Kuroda
SI,130619_142938,S,0-1,Hiroki Kuroda
SL,130619_143015,B,0-2,Hiroki Kuroda
SL,130619_143032,S,1-2,Hiroki Kuroda
SI,130619_143058,B,1-2,Hiroki Kuroda
SL,130619_143116,X,2-2,Hiroki Kuroda
CU,130619_144658,S,0-0,Hiroki Kuroda
SL,130619_144713,S,0-1,Hiroki Kuroda
FS,130619_144734,S,0-2,Hiroki Kuroda
SI,130619_144800,B,0-2,Hiroki Kuroda
SI,130619_144828,S,1-2,Hiroki Kuroda
SL,130619_144857,X,1-2,Hiroki Kuroda
CU,130619_145110,S,0-0,Hiroki Kuroda
FS,130619_145139,S,0-1,Hiroki Kuroda
SI,130619_145229,S,0-2,Hiroki Kuroda
SI,130619_150248,S,0-0,Hiroki Kuroda
SI,130619_150315,B,0-1,Hiroki Kuroda
SI,130619_150334,X,1-1,Hiroki Kuroda
SL,130619_150419,S,0-0,Hiroki Kuroda
SI,130619_150444,B,0-1,Hiroki Kuroda
